recommendationid,lookupkey,drugname,guidelinename,guidelineurl,implications,drugrecommendation,classification,phenotypes,activityscore,population,comments
4167860,"{'CYP2D6': '2.0', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Normal metabolism of TCAs', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}",Initiate therapy with recommended starting dose.,Strong,"{'CYP2D6': 'Normal Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '2.0', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
4168070,{'G6PD': 'Deficient'},chloroquine,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Deficient'},{},general,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs"
4167863,"{'CYP2D6': '0.0', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid amitriptyline use. If a amitripyline is warranted, consider a 50% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Poor Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '0.0', 'CYP2C19': 'n/a'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
4167864,"{'CYP2D6': '2.5', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '2.5', 'CYP2C19': 'n/a'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
4167865,"{'CYP2D6': '3.0', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '3.0', 'CYP2C19': 'n/a'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
4167866,"{'CYP2D6': '2.75', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '2.75', 'CYP2C19': 'n/a'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
4167867,"{'CYP2D6': '4.0', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '4.0', 'CYP2C19': 'n/a'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
4167868,"{'CYP2D6': '≥3.0', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '≥3.0', 'CYP2C19': 'n/a'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
4167869,"{'CYP2D6': '≥3.25', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '≥3.25', 'CYP2C19': 'n/a'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
4167930,{'UGT1A1': 'Indeterminate'},atazanavir,UGT1A1 and Atazanavir,https://cpicpgx.org/guidelines/guideline-for-atazanavir-and-ugt1a1/,{'UGT1A1': 'n/a'},No recommendation,No Recommendation,{'UGT1A1': 'Indeterminate'},{'UGT1A1': 'n/a'},general,"UGT1A1*80 is in very high linkage disequilibrium with *28 and *37. In the rare event that *80 is detected but *28 and *37 are not, there are not enough clinical data to predict metabolizer status with certainty. However, if only *80 is interrogated and the patient is heterozygous or homozygous for *80, an intermediate or poor metabolizer phenotype may be inferred, respectively."
4167870,"{'CYP2D6': '≥3.5', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '≥3.5', 'CYP2C19': 'n/a'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
4167871,"{'CYP2D6': '≥4.0', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '≥4.0', 'CYP2C19': 'n/a'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
4167872,"{'CYP2D6': '≥3.75', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '≥3.75', 'CYP2C19': 'n/a'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
4167873,"{'CYP2D6': '≥5.0', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '≥5.0', 'CYP2C19': 'n/a'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
4167874,"{'CYP2D6': '≥6.0', 'CYP2C19': 'Likely Intermediate Metabolizer'}",amitriptyline,"CYP2D6, CYP2C19 and Tricyclic Antidepressants",https://cpicpgx.org/guidelines/guideline-for-tricyclic-antidepressants-and-cyp2d6-and-cyp2c19/,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Reduced metabolism of tertiary amines compared to normal metabolizers'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Likely Intermediate Metabolizer'}","{'CYP2D6': '≥6.0', 'CYP2C19': 'n/a'}",general,"Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
