id,publicationid,ethnicity,population,populationinfo,subjecttype,subjectcount,version
4165247,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5777,1
4165248,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,236,1
4165249,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5703,1
4165250,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5072,1
4165251,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5763,1
4165252,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5148,1
4165253,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5709,1
4165254,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5723,1
4165255,113537.0,Latino,Columbian in Medellin (CLM),,,188,1
4165256,113537.0,Latino,Los Angeles (MXL),,,128,1
4165257,113537.0,Latino,Peruvian in Lima (PEL),,,170,1
4165258,113537.0,Latino,Puerto Rican (PUR),,,208,1
4165259,113537.0,Sub-Saharan African,Gambian in Western Division (GWD),,,226,1
4165260,113537.0,Sub-Saharan African,Luhya in Webuye (LWK),,,198,1
4165261,113537.0,Sub-Saharan African,Esan (ESN),,,198,1
4165262,113537.0,Sub-Saharan African,Yoruba in Ibadan (YRI),,,216,1
4165263,113537.0,Sub-Saharan African,Mende (MSL),,,170,1
4166211,,European,Finnish,gnomAD v3.1.2 FIN,,8398,1
4166212,,European,Finnish,gnomAD v3.1.2 FIN,,10612,1
4166213,,European,Finnish,gnomAD v3.1.2 FIN,,10622,1
4166214,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68028,1
4166215,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68030,1
4166216,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68034,1
4166217,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,67780,1
4166218,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,67912,1
4166219,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68030,1
4166220,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68020,1
4166221,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68042,1
4166222,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68040,1
4166223,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68008,1
4166224,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68042,1
4166225,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68018,1
4166226,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68000,1
4166227,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68002,1
4166228,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,67998,1
4166229,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68022,1
4166230,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68032,1
4166231,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68028,1
4166232,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68020,1
4166233,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68042,1
4166234,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68028,1
4166235,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68032,1
4166236,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68046,1
4166237,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68022,1
4166238,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68032,1
4166239,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,67988,1
4166240,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68016,1
4166241,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,67124,1
4166242,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68000,1
4166243,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68032,1
4166244,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68022,1
4166245,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68016,1
4165264,,African American/Afro-Caribbean,African/African American,,,18923,1
4165265,,African American/Afro-Caribbean,African/African American,,,19097,1
4165266,,African American/Afro-Caribbean,African/African American,,,12997,1
4165267,,African American/Afro-Caribbean,African/African American,,,18968,1
4165268,,African American/Afro-Caribbean,African/African American,,,13156,1
4165269,,African American/Afro-Caribbean,African/African American,,,30659,1
4165270,,African American/Afro-Caribbean,African/African American,,,18886,1
4165271,,African American/Afro-Caribbean,African/African American,,,13092,1
4165272,,African American/Afro-Caribbean,African/African American,,,19035,1
4165273,,African American/Afro-Caribbean,African/African American,,,13154,1
4165274,,African American/Afro-Caribbean,African/African American,,,13017,1
4165275,,African American/Afro-Caribbean,African/African American,,,13158,1
4165276,,African American/Afro-Caribbean,African/African American,,,18963,1
4165277,,African American/Afro-Caribbean,African/African American,,,18977,1
4165278,,African American/Afro-Caribbean,African/African American,,,13156,1
4165279,,African American/Afro-Caribbean,African/African American,,,18975,1
4165280,,African American/Afro-Caribbean,African/African American,,,18866,1
4165281,,African American/Afro-Caribbean,African/African American,,,19063,1
4165282,,African American/Afro-Caribbean,African/African American,,,13111,1
4165283,,African American/Afro-Caribbean,African/African American,,,13854,1
4165284,,African American/Afro-Caribbean,African/African American,,,18973,1
4165285,,African American/Afro-Caribbean,African/African American,,,18967,1
4165286,,African American/Afro-Caribbean,African/African American,,,13157,1
4165287,,African American/Afro-Caribbean,African/African American,,,13150,1
4165288,,African American/Afro-Caribbean,African/African American,,,5327,1
4165289,,African American/Afro-Caribbean,African/African American,,,13153,1
4165290,,African American/Afro-Caribbean,African/African American,,,19038,1
4165291,,African American/Afro-Caribbean,African/African American,,,13150,1
4165292,,African American/Afro-Caribbean,African/African American,,,13147,1
4165293,,African American/Afro-Caribbean,African/African American,,,13155,1
4165294,,African American/Afro-Caribbean,African/African American,,,19043,1
4165295,,African American/Afro-Caribbean,African/African American,,,13065,1
4165296,,African American/Afro-Caribbean,African/African American,,,13155,1
4165297,,African American/Afro-Caribbean,African/African American,,,13154,1
4165298,,African American/Afro-Caribbean,African/African American,,,19037,1
4165299,,African American/Afro-Caribbean,African/African American,,,19140,1
4165300,,African American/Afro-Caribbean,African/African American,,,27408,1
4165301,,African American/Afro-Caribbean,African/African American,,,18982,1
4165302,,African American/Afro-Caribbean,African/African American,,,13113,1
4165303,,African American/Afro-Caribbean,African/African American,,,18987,1
4165304,,African American/Afro-Caribbean,African/African American,,,19005,1
4165305,,African American/Afro-Caribbean,African/African American,,,18914,1
4165306,,African American/Afro-Caribbean,African/African American,,,13154,1
4165307,,African American/Afro-Caribbean,African/African American,,,13114,1
4165308,,Central/South Asian,South Asian,,,19079,1
4165309,,Central/South Asian,South Asian,,,19075,1
4165310,,Central/South Asian,South Asian,,,19044,1
4165311,,Central/South Asian,South Asian,,,19076,1
4165312,,Central/South Asian,South Asian,,,19080,1
4165313,,Central/South Asian,South Asian,,,2649,1
4165314,,Central/South Asian,South Asian,,,18933,1
4165315,,Central/South Asian,South Asian,,,19065,1
4165316,,Central/South Asian,South Asian,,,19075,1
4165317,,Central/South Asian,South Asian,,,19078,1
4165318,,Central/South Asian,South Asian,,,18933,1
4165319,,Central/South Asian,South Asian,,,19080,1
4165320,,Central/South Asian,South Asian,,,19080,1
4165321,,Central/South Asian,South Asian,,,19079,1
4165322,,Central/South Asian,South Asian,,,19078,1
4165323,,Central/South Asian,South Asian,,,19080,1
4165324,,Central/South Asian,South Asian,,,18953,1
4165325,,Central/South Asian,South Asian,,,19073,1
4165326,,Central/South Asian,South Asian,,,19043,1
4165327,,Central/South Asian,South Asian,,,19077,1
4165328,,Central/South Asian,South Asian,,,19077,1
4165329,,Central/South Asian,South Asian,,,19078,1
4165330,,Central/South Asian,South Asian,,,19076,1
4165331,,Central/South Asian,South Asian,,,19077,1
4165332,,Central/South Asian,South Asian,,,19077,1
4165333,,Central/South Asian,South Asian,,,19067,1
4165334,,Central/South Asian,South Asian,,,18963,1
4165335,,Central/South Asian,South Asian,,,19073,1
4165336,,Central/South Asian,South Asian,,,19074,1
4165337,,Central/South Asian,South Asian,,,19074,1
4165338,,Central/South Asian,South Asian,,,19079,1
4165339,,Central/South Asian,South Asian,,,18999,1
4165340,,Central/South Asian,South Asian,,,19076,1
4165341,,Central/South Asian,South Asian,,,19080,1
4165342,,Central/South Asian,South Asian,,,19079,1
4165343,,Central/South Asian,South Asian,,,19076,1
4165344,,Central/South Asian,South Asian,,,19078,1
4165345,,Central/South Asian,South Asian,,,19031,1
4165346,,Central/South Asian,South Asian,,,19062,1
4165347,,Central/South Asian,South Asian,,,19075,1
4165348,,Central/South Asian,South Asian,,,19050,1
4165349,,Central/South Asian,South Asian,,,19043,1
4165350,,Central/South Asian,South Asian,,,19080,1
4165351,,Central/South Asian,South Asian,,,19073,1
4165352,,East Asian,East Asian,,,14844,1
4165353,,East Asian,East Asian,,,14851,1
4165354,,East Asian,East Asian,,,13825,1
4165355,,East Asian,East Asian,,,14839,1
4165356,,East Asian,East Asian,,,13861,1
4165357,,East Asian,East Asian,,,3559,1
4165358,,East Asian,East Asian,,,14796,1
4165359,,East Asian,East Asian,,,13851,1
4165360,,East Asian,East Asian,,,14847,1
4165361,,East Asian,East Asian,,,13861,1
4165362,,East Asian,East Asian,,,13802,1
4165363,,East Asian,East Asian,,,13861,1
4165364,,East Asian,East Asian,,,14827,1
4165365,,East Asian,East Asian,,,14838,1
4165366,,East Asian,East Asian,,,13861,1
4165367,,East Asian,East Asian,,,14383,1
4165368,,East Asian,East Asian,,,14782,1
4165369,,East Asian,East Asian,,,14855,1
4165370,,East Asian,East Asian,,,13844,1
4165371,,East Asian,East Asian,,,13854,1
4165372,,East Asian,East Asian,,,14824,1
4165373,,East Asian,East Asian,,,14822,1
4165374,,East Asian,East Asian,,,13857,1
4165375,,East Asian,East Asian,,,13859,1
4165376,,East Asian,East Asian,,,14838,1
4165377,,East Asian,East Asian,,,13858,1
4165378,,East Asian,East Asian,,,14758,1
4165379,,East Asian,East Asian,,,13860,1
4165380,,East Asian,East Asian,,,13861,1
4165381,,East Asian,East Asian,,,13860,1
4165382,,East Asian,East Asian,,,14841,1
4165383,,East Asian,East Asian,,,13828,1
4165384,,East Asian,East Asian,,,13860,1
4165385,,East Asian,East Asian,,,13859,1
4165386,,East Asian,East Asian,,,14834,1
4165387,,East Asian,East Asian,,,14861,1
4165388,,East Asian,East Asian,,,13859,1
4165389,,East Asian,East Asian,,,14815,1
4165390,,East Asian,East Asian,,,13851,1
4165391,,East Asian,East Asian,,,14833,1
4165392,,East Asian,East Asian,,,14834,1
4165393,,East Asian,East Asian,,,14804,1
4165394,,East Asian,East Asian,,,13859,1
4165395,,East Asian,East Asian,,,13844,1
4165396,,European,Finnish,,,18634,1
4165397,,European,non-Finnish,,,92560,1
4165398,,European,Finnish,,,18633,1
4165399,,European,non-Finnish,,,92365,1
4165400,,European,Finnish,,,15949,1
4165401,,European,non-Finnish,,,80881,1
4165402,,European,Finnish,,,18616,1
4165403,,European,non-Finnish,,,92499,1
4165404,,European,Finnish,,,15988,1
4165405,,European,non-Finnish,,,81834,1
4165406,,European,Finnish,,,6161,1
4165407,,European,non-Finnish,,,52914,1
4165408,,European,Finnish,,,18509,1
4165409,,European,non-Finnish,,,91636,1
4165410,,European,Finnish,,,15966,1
4165411,,European,non-Finnish,,,81140,1
4165412,,European,Finnish,,,18631,1
4165413,,European,non-Finnish,,,92236,1
4165414,,European,Finnish,,,15936,1
4165415,,European,non-Finnish,,,81811,1
4165416,,European,Finnish,,,15880,1
4165417,,European,non-Finnish,,,81023,1
4165418,,European,Finnish,,,15948,1
4165419,,European,non-Finnish,,,81840,1
4165420,,European,Finnish,,,18175,1
4165421,,European,non-Finnish,,,92559,1
4165422,,European,Finnish,,,18602,1
4165423,,European,non-Finnish,,,92240,1
4165424,,European,Finnish,,,15935,1
4165425,,European,non-Finnish,,,81583,1
4165426,,European,Finnish,,,18606,1
4165427,,European,non-Finnish,,,92342,1
4165428,,European,Finnish,,,18551,1
4165429,,European,non-Finnish,,,91742,1
4165430,,European,Finnish,,,18645,1
4165431,,European,non-Finnish,,,92469,1
4165432,,European,Finnish,,,15945,1
4165433,,European,non-Finnish,,,81575,1
4165434,,European,Finnish,,,15279,1
4165435,,European,non-Finnish,,,81081,1
4165436,,European,Finnish,,,18511,1
4165437,,European,non-Finnish,,,92220,1
4165438,,European,Finnish,,,18546,1
4165439,,European,non-Finnish,,,92279,1
4165440,,European,Finnish,,,15967,1
4165441,,European,non-Finnish,,,81708,1
4165442,,European,Finnish,,,15843,1
4165443,,European,non-Finnish,,,81661,1
4165444,,European,Finnish,,,18625,1
4165445,,European,non-Finnish,,,92015,1
4165446,,European,Finnish,,,16000,1
4165447,,European,non-Finnish,,,81639,1
4165448,,European,Finnish,,,18564,1
4165449,,European,non-Finnish,,,91777,1
4165450,,European,Finnish,,,15979,1
4165451,,European,non-Finnish,,,81810,1
4165452,,European,Finnish,,,15979,1
4165453,,European,non-Finnish,,,81810,1
4165454,,European,Finnish,,,15982,1
4165455,,European,non-Finnish,,,81840,1
4165456,,European,Finnish,,,15760,1
4165457,,European,non-Finnish,,,81579,1
4165458,,European,Finnish,,,18596,1
4165459,,European,non-Finnish,,,92526,1
4165460,,European,Finnish,,,15930,1
4165461,,European,non-Finnish,,,81335,1
4165462,,European,Finnish,,,15980,1
4165463,,European,non-Finnish,,,81808,1
4165464,,European,Finnish,,,16006,1
4165465,,European,non-Finnish,,,81841,1
4165466,,European,Finnish,,,18607,1
4165467,,European,non-Finnish,,,92425,1
4165468,,European,Finnish,,,18640,1
4165469,,European,non-Finnish,,,92538,1
4165470,,European,Finnish,,,15954,1
4165471,,European,non-Finnish,,,81672,1
4165472,,European,Finnish,,,18522,1
4165473,,European,non-Finnish,,,92058,1
4165474,,European,Finnish,,,15987,1
4165475,,European,non-Finnish,,,81150,1
4165476,,European,Finnish,,,17996,1
4165477,,European,non-Finnish,,,91676,1
4165478,,European,Finnish,,,18575,1
4165479,,European,non-Finnish,,,92310,1
4165480,,European,Finnish,,,18591,1
4165481,,European,non-Finnish,,,91611,1
4165482,,European,Finnish,,,16006,1
4165483,,European,non-Finnish,,,81841,1
4165484,,European,Finnish,,,15994,1
4165485,,European,non-Finnish,,,81428,1
4165486,,Latino,Latino/Admixed American,,,28037,1
4165487,,Latino,Latino/Admixed American,,,28038,1
4165488,,Latino,Latino/Admixed American,,,27381,1
4165489,,Latino,Latino/Admixed American,,,28041,1
4165490,,Latino,Latino/Admixed American,,,27423,1
4165491,,Latino,Latino/Admixed American,,,10583,1
4165492,,Latino,Latino/Admixed American,,,27974,1
4165493,,Latino,Latino/Admixed American,,,27396,1
4165494,,Latino,Latino/Admixed American,,,28036,1
4165495,,Latino,Latino/Admixed American,,,27412,1
4165496,,Latino,Latino/Admixed American,,,27346,1
4165497,,Latino,Latino/Admixed American,,,27411,1
4165498,,Latino,Latino/Admixed American,,,28043,1
4165499,,Latino,Latino/Admixed American,,,28054,1
4165500,,Latino,Latino/Admixed American,,,27415,1
4165501,,Latino,Latino/Admixed American,,,28049,1
4165502,,Latino,Latino/Admixed American,,,27994,1
4165503,,Latino,Latino/Admixed American,,,28038,1
4165504,,Latino,Latino/Admixed American,,,27400,1
4165505,,Latino,Latino/Admixed American,,,27411,1
4165506,,Latino,Latino/Admixed American,,,28029,1
4165507,,Latino,Latino/Admixed American,,,28030,1
4165508,,Latino,Latino/Admixed American,,,27420,1
4165509,,Latino,Latino/Admixed American,,,27406,1
4165510,,Latino,Latino/Admixed American,,,28037,1
4165511,,Latino,Latino/Admixed American,,,27398,1
4165512,,Latino,Latino/Admixed American,,,27964,1
4165513,,Latino,Latino/Admixed American,,,27423,1
4165514,,Latino,Latino/Admixed American,,,27425,1
4165515,,Latino,Latino/Admixed American,,,27412,1
4165516,,Latino,Latino/Admixed American,,,28041,1
4165517,,Latino,Latino/Admixed American,,,27358,1
4165518,,Latino,Latino/Admixed American,,,27418,1
4165519,,Latino,Latino/Admixed American,,,27424,1
4165520,,Latino,Latino/Admixed American,,,28031,1
4165521,,Latino,Latino/Admixed American,,,28034,1
4165522,,Latino,Latino/Admixed American,,,27408,1
4165523,,Latino,Latino/Admixed American,,,27995,1
4165524,,Latino,Latino/Admixed American,,,27408,1
4165525,,Latino,Latino/Admixed American,,,28028,1
4165526,,Latino,Latino/Admixed American,,,28027,1
4165527,,Latino,Latino/Admixed American,,,27995,1
4165528,,Latino,Latino/Admixed American,,,27424,1
4165529,,Latino,Latino/Admixed American,,,27408,1
4166246,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68022,1
4166247,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,68038,1
4166248,,European,Non-Finnish European,gnomAD v3.1.2 NFE,,67996,1
