id,guidelineid,drugid,implications,drugrecommendation,classification,phenotypes,activityscore,allelestatus,lookupkey,population,comments,version,dosinginformation,alternatedrugavailable,otherprescribingguidance
4167827,100414,RxNorm:704,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Ultrarapid Metabolizer'}","{'CYP2D6': '≥5.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '≥5.0', 'CYP2C19': 'Ultrarapid Metabolizer'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations
for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate, or poor metabolism in combination with CYP2C19 ultrarapid, intermediate, or poor metabolism is strongly recommended",1,False,False,False
4167828,100414,RxNorm:704,"{'CYP2D6': 'Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure', 'CYP2C19': 'Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{'CYP2D6': 'Ultrarapid Metabolizer', 'CYP2C19': 'Ultrarapid Metabolizer'}","{'CYP2D6': '≥6.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '≥6.0', 'CYP2C19': 'Ultrarapid Metabolizer'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations
for conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate, or poor metabolism in combination with CYP2C19 ultrarapid, intermediate, or poor metabolism is strongly recommended",1,False,False,False
4167829,100414,RxNorm:704,"{'CYP2D6': 'n/a', 'CYP2C19': 'Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.",Optional,"{'CYP2D6': 'Indeterminate', 'CYP2C19': 'Ultrarapid Metabolizer'}","{'CYP2D6': 'n/a', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': 'n/a', 'CYP2C19': 'Ultrarapid Metabolizer'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",1,False,False,False
4167830,100414,RxNorm:704,"{'CYP2D6': 'n/a', 'CYP2C19': 'Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects'}","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.",Optional,"{'CYP2D6': 'No Result', 'CYP2C19': 'Ultrarapid Metabolizer'}","{'CYP2D6': 'No Result', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': 'No Result', 'CYP2C19': 'Ultrarapid Metabolizer'}",general,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",1,False,False,False
4168067,2405438,RxNorm:2348,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},{},{'G6PD': 'Variable'},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.",1,False,False,False
4167831,100414,RxNorm:704,"{'CYP2D6': 'Reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'n/a'}",Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.,Moderate,"{'CYP2D6': 'Intermediate Metabolizer', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': '0.25', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '0.25', 'CYP2C19': 'Indeterminate'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
4167832,100414,RxNorm:704,"{'CYP2D6': 'Reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'n/a'}",Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.,Moderate,"{'CYP2D6': 'Intermediate Metabolizer', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': '0.5', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '0.5', 'CYP2C19': 'Indeterminate'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
4167833,100414,RxNorm:704,"{'CYP2D6': 'Reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'n/a'}",Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.,Moderate,"{'CYP2D6': 'Intermediate Metabolizer', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': '0.75', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '0.75', 'CYP2C19': 'Indeterminate'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
4167834,100414,RxNorm:704,"{'CYP2D6': 'Reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'n/a'}",Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.,Moderate,"{'CYP2D6': 'Intermediate Metabolizer', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': '1.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '1.0', 'CYP2C19': 'Indeterminate'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
4167835,100414,RxNorm:704,"{'CYP2D6': 'Normal metabolism of TCAs', 'CYP2C19': 'n/a'}",No recommendation,No Recommendation,"{'CYP2D6': 'Normal Metabolizer', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': '1.25', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '1.25', 'CYP2C19': 'Indeterminate'}",general,n/a,1,False,False,False
4167836,100414,RxNorm:704,"{'CYP2D6': 'Normal metabolism of TCAs', 'CYP2C19': 'n/a'}",No recommendation,No Recommendation,"{'CYP2D6': 'Normal Metabolizer', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': '1.5', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '1.5', 'CYP2C19': 'Indeterminate'}",general,n/a,1,False,False,False
4167837,100414,RxNorm:704,"{'CYP2D6': 'Normal metabolism of TCAs', 'CYP2C19': 'n/a'}",No recommendation,No Recommendation,"{'CYP2D6': 'Normal Metabolizer', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': '2.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '2.0', 'CYP2C19': 'Indeterminate'}",general,n/a,1,False,False,False
4167838,100414,RxNorm:704,"{'CYP2D6': 'Normal metabolism of TCAs', 'CYP2C19': 'n/a'}",No recommendation,No Recommendation,"{'CYP2D6': 'Normal Metabolizer', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': '2.25', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '2.25', 'CYP2C19': 'Indeterminate'}",general,n/a,1,False,False,False
4167839,100414,RxNorm:704,"{'CYP2D6': 'Normal metabolism of TCAs', 'CYP2C19': 'n/a'}",No recommendation,No Recommendation,"{'CYP2D6': 'Normal Metabolizer', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': '1.75', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '1.75', 'CYP2C19': 'Indeterminate'}",general,n/a,1,False,False,False
4167840,100414,RxNorm:704,"{'CYP2D6': 'Greatly reduced metabolism of TCAs to less active compounds compared to normal metabolizers; Higher plasma concentrations of active drug will increase the probability of side effects', 'CYP2C19': 'n/a'}","Avoid tricyclic use due to potential for side effects. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Strong,"{'CYP2D6': 'Poor Metabolizer', 'CYP2C19': 'Indeterminate'}","{'CYP2D6': '0.0', 'CYP2C19': 'n/a'}",{},"{'CYP2D6': '0.0', 'CYP2C19': 'Indeterminate'}",general,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose. Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain.",1,False,False,False
